Balloon filename (gpx),station,expected timeframe
SMT_20220820_231751.gpx,22,2022-08-20 23:39:20+00:00 till 2022-08-20 23:41:29+00:00
SMT_20220820_231751.gpx,23,2022-08-20 23:39:47+00:00 till 2022-08-20 23:42:41+00:00
SMT_20220703_231627.gpx,21,2022-07-03 23:58:58+00:00 till 2022-07-04 00:51:57+00:00
SMT_20220703_231627.gpx,12,2022-07-04 00:19:47+00:00 till 2022-07-04 00:52:09+00:00
SMT_20220703_231627.gpx,11,2022-07-04 00:19:37+00:00 till 2022-07-04 00:52:09+00:00
SMT_20220703_231627.gpx,13,2022-07-04 00:22:04+00:00 till 2022-07-04 00:52:07+00:00
SMT_20220703_231627.gpx,22,2022-07-04 00:14:09+00:00 till 2022-07-04 00:50:28+00:00
SMT_20220703_231627.gpx,23,2022-07-04 00:17:51+00:00 till 2022-07-04 00:48:29+00:00
SMT_20220703_231627.gpx,24,2022-07-04 00:23:40+00:00 till 2022-07-04 00:42:26+00:00
SMT_20220816_111548.gpx,11,2022-08-16 11:19:06+00:00 till 2022-08-16 11:20:08+00:00
SMT_20220704_231605.gpx,21,2022-07-04 23:21:14+00:00 till 2022-07-04 23:29:47+00:00
SMT_20220704_231605.gpx,22,2022-07-05 00:45:35+00:00 till 2022-07-05 00:46:21+00:00
SMT_20220704_231605.gpx,23,2022-07-05 00:44:35+00:00 till 2022-07-05 00:46:21+00:00
SMT_20220704_231605.gpx,24,2022-07-05 00:44:08+00:00 till 2022-07-05 00:46:21+00:00
SMT_20220921_231851.gpx,12,2022-09-22 10:46:18+00:00 till 2022-09-22 10:46:20+00:00
SMT_20220921_231851.gpx,13,2022-09-22 10:46:21+00:00 till 2022-09-22 10:46:22+00:00
SMT_20220630_231835.gpx,21,2022-07-01 00:11:25+00:00 till 2022-07-01 00:39:49+00:00
SMT_20220630_231835.gpx,12,2022-07-01 00:19:34+00:00 till 2022-07-01 00:45:51+00:00
SMT_20220630_231835.gpx,11,2022-07-01 00:17:35+00:00 till 2022-07-01 00:45:17+00:00
SMT_20220630_231835.gpx,13,2022-07-01 00:23:23+00:00 till 2022-07-01 00:45:28+00:00
SMT_20220630_231835.gpx,22,2022-07-01 00:17:04+00:00 till 2022-07-01 00:40:11+00:00
SMT_20220630_231835.gpx,23,2022-07-01 00:21:11+00:00 till 2022-07-01 00:39:32+00:00
SMT_20220630_231835.gpx,24,2022-07-01 00:26:47+00:00 till 2022-07-01 00:37:45+00:00
SMT_20220807_231525.gpx,11,2022-08-07 23:18:24+00:00 till 2022-08-07 23:19:22+00:00
SMT_20220727_232120.gpx,21,2022-07-27 23:24:29+00:00 till 2022-07-27 23:25:46+00:00
SMT_20220727_232120.gpx,22,2022-07-27 23:27:22+00:00 till 2022-07-27 23:27:30+00:00
SMT_20220727_232120.gpx,23,2022-07-27 23:31:39+00:00 till 2022-07-27 23:32:39+00:00
SMT_20220727_232120.gpx,24,2022-07-27 23:33:29+00:00 till 2022-07-27 23:36:31+00:00
SMT_20220707_112434.gpx,21,2022-07-07 12:23:11+00:00 till 2022-07-07 12:49:22+00:00
SMT_20220707_112434.gpx,12,2022-07-07 12:31:06+00:00 till 2022-07-07 12:49:22+00:00
SMT_20220707_112434.gpx,11,2022-07-07 12:28:16+00:00 till 2022-07-07 12:49:22+00:00
SMT_20220707_112434.gpx,13,2022-07-07 12:34:19+00:00 till 2022-07-07 12:49:22+00:00
SMT_20220707_112434.gpx,22,2022-07-07 12:26:02+00:00 till 2022-07-07 12:49:22+00:00
SMT_20220707_112434.gpx,23,2022-07-07 12:32:01+00:00 till 2022-07-07 12:49:22+00:00
SMT_20220707_112434.gpx,24,2022-07-07 12:37:10+00:00 till 2022-07-07 12:49:22+00:00
SMT_20220617_231459.gpx,22,2022-06-17 23:17:36+00:00 till 2022-06-17 23:17:58+00:00
SMT_20220826_231852.gpx,23,2022-08-26 23:26:43+00:00 till 2022-08-26 23:28:19+00:00
SMT_20220826_231852.gpx,24,2022-08-26 23:28:41+00:00 till 2022-08-26 23:30:12+00:00
SMT_20220828_111632.gpx,22,2022-08-28 11:21:14+00:00 till 2022-08-28 11:23:09+00:00
SMT_20220828_111632.gpx,23,2022-08-28 11:24:07+00:00 till 2022-08-28 11:25:44+00:00
SMT_20220828_111632.gpx,24,2022-08-28 11:26:44+00:00 till 2022-08-28 11:28:09+00:00
SMT_20220623_231633.gpx,13,2022-06-23 23:29:11+00:00 till 2022-06-23 23:31:38+00:00
SMT_20220623_231633.gpx,22,2022-06-23 23:23:06+00:00 till 2022-06-23 23:26:51+00:00
SMT_20220807_111547.gpx,12,2022-08-07 11:22:02+00:00 till 2022-08-07 11:22:59+00:00
SMT_20220807_111547.gpx,13,2022-08-07 11:26:06+00:00 till 2022-08-07 11:27:55+00:00
SMT_20220624_111844.gpx,12,2022-06-24 11:33:01+00:00 till 2022-06-24 11:33:33+00:00
SMT_20220624_111844.gpx,13,2022-06-24 11:33:25+00:00 till 2022-06-24 11:35:11+00:00
SMT_20220624_111844.gpx,22,2022-06-24 11:31:13+00:00 till 2022-06-24 11:33:06+00:00
SMT_20220929_111540.gpx,12,2022-09-29 11:19:52+00:00 till 2022-09-29 11:20:48+00:00
SMT_20220720_111442.gpx,21,2022-07-20 11:28:20+00:00 till 2022-07-20 11:34:28+00:00
SMT_20220720_111442.gpx,22,2022-07-20 11:32:55+00:00 till 2022-07-20 11:49:29+00:00
SMT_20220720_111442.gpx,23,2022-07-20 11:37:02+00:00 till 2022-07-20 12:04:15+00:00
SMT_20220720_111442.gpx,24,2022-07-20 11:44:43+00:00 till 2022-07-20 12:12:56+00:00
SMT_20220829_111459.gpx,21,2022-08-29 11:15:53+00:00 till 2022-08-29 11:15:59+00:00
SMT_20220829_111459.gpx,23,2022-08-29 11:18:35+00:00 till 2022-08-29 11:19:05+00:00
SMT_20220829_111459.gpx,24,2022-08-29 11:19:44+00:00 till 2022-08-29 11:20:20+00:00
SMT_20220705_113009.gpx,21,2022-07-05 12:48:04+00:00 till 2022-07-05 12:53:24+00:00
SMT_20220705_113009.gpx,11,2022-07-05 12:50:13+00:00 till 2022-07-05 12:53:24+00:00
SMT_20220817_111600.gpx,21,2022-08-17 11:20:21+00:00 till 2022-08-17 11:35:09+00:00
SMT_20220817_111600.gpx,11,2022-08-17 11:27:50+00:00 till 2022-08-17 11:30:32+00:00
SMT_20220904_111459.gpx,21,2022-09-04 11:16:45+00:00 till 2022-09-04 11:18:39+00:00
SMT_20220904_111459.gpx,22,2022-09-04 11:20:46+00:00 till 2022-09-04 11:21:55+00:00
SMT_20220904_111459.gpx,23,2022-09-04 11:22:57+00:00 till 2022-09-04 11:24:53+00:00
SMT_20220904_111459.gpx,24,2022-09-04 11:24:58+00:00 till 2022-09-04 11:25:49+00:00
SMT_20220928_111604.gpx,12,2022-09-28 11:37:02+00:00 till 2022-09-28 11:38:16+00:00
SMT_20220928_111604.gpx,11,2022-09-28 11:33:16+00:00 till 2022-09-28 11:36:59+00:00
SMT_20220930_231507.gpx,13,2022-09-30 23:19:10+00:00 till 2022-09-30 23:19:35+00:00
SMT_20220904_231730.gpx,24,2022-09-04 23:22:54+00:00 till 2022-09-04 23:23:14+00:00
SMT_20220921_111527.gpx,12,2022-09-21 11:27:31+00:00 till 2022-09-21 11:29:09+00:00
SMT_20220921_111527.gpx,11,2022-09-21 11:25:37+00:00 till 2022-09-21 11:27:09+00:00
SMT_20220921_111527.gpx,13,2022-09-21 11:29:18+00:00 till 2022-09-21 11:30:46+00:00
SMT_20220725_112511.gpx,12,2022-07-25 11:29:27+00:00 till 2022-07-25 11:30:29+00:00
SMT_20220907_231621.gpx,23,2022-09-07 23:22:59+00:00 till 2022-09-07 23:23:40+00:00
SMT_20220907_231621.gpx,24,2022-09-07 23:24:09+00:00 till 2022-09-07 23:25:07+00:00
SMT_20220827_111534.gpx,24,2022-08-27 11:22:30+00:00 till 2022-08-27 11:23:43+00:00
SMT_20220615_231713.gpx,12,2022-06-15 23:21:29+00:00 till 2022-06-15 23:22:47+00:00
SMT_20220908_111450.gpx,12,2022-09-08 11:20:02+00:00 till 2022-09-08 11:21:40+00:00
SMT_20220908_111450.gpx,13,2022-09-08 11:22:39+00:00 till 2022-09-08 11:24:21+00:00
SMT_20220616_231523.gpx,11,2022-06-16 23:17:55+00:00 till 2022-06-16 23:18:16+00:00
SMT_20220729_112533.gpx,21,2022-07-29 12:19:23+00:00 till 2022-07-29 12:33:04+00:00
SMT_20220729_112533.gpx,12,2022-07-29 12:26:18+00:00 till 2022-07-29 12:36:15+00:00
SMT_20220729_112533.gpx,11,2022-07-29 12:21:20+00:00 till 2022-07-29 12:37:29+00:00
SMT_20220704_112103.gpx,21,2022-07-04 11:46:05+00:00 till 2022-07-04 12:00:57+00:00
SMT_20220704_112103.gpx,12,2022-07-04 11:48:49+00:00 till 2022-07-04 12:35:14+00:00
SMT_20220704_112103.gpx,11,2022-07-04 11:41:27+00:00 till 2022-07-04 11:58:58+00:00
SMT_20220704_112103.gpx,13,2022-07-04 11:56:33+00:00 till 2022-07-04 12:40:36+00:00
SMT_20220704_112103.gpx,22,2022-07-04 11:49:29+00:00 till 2022-07-04 12:25:01+00:00
SMT_20220704_112103.gpx,23,2022-07-04 11:54:52+00:00 till 2022-07-04 12:33:48+00:00
SMT_20220704_112103.gpx,24,2022-07-04 11:59:40+00:00 till 2022-07-04 12:34:54+00:00
SMT_20220825_112057.gpx,12,2022-08-25 11:25:22+00:00 till 2022-08-25 11:25:43+00:00
SMT_20220712_111713.gpx,11,2022-07-12 12:29:00+00:00 till 2022-07-12 12:30:52+00:00
SMT_20220628_111612.gpx,11,2022-06-28 11:19:17+00:00 till 2022-06-28 11:19:27+00:00
SMT_20220702_231622.gpx,21,2022-07-03 00:14:37+00:00 till 2022-07-03 00:47:11+00:00
SMT_20220702_231622.gpx,12,2022-07-03 00:22:20+00:00 till 2022-07-03 00:52:30+00:00
SMT_20220702_231622.gpx,11,2022-07-03 00:29:05+00:00 till 2022-07-03 00:52:25+00:00
SMT_20220702_231622.gpx,13,2022-07-03 00:21:33+00:00 till 2022-07-03 00:52:30+00:00
SMT_20220702_231622.gpx,22,2022-07-03 00:11:26+00:00 till 2022-07-03 00:50:35+00:00
SMT_20220702_231622.gpx,23,2022-07-03 00:14:24+00:00 till 2022-07-03 00:51:28+00:00
SMT_20220702_231622.gpx,24,2022-07-03 00:16:28+00:00 till 2022-07-03 00:51:10+00:00
SMT_20220706_112237.gpx,21,2022-07-06 12:48:26+00:00 till 2022-07-06 12:48:49+00:00
SMT_20220803_232212.gpx,21,2022-08-03 23:23:53+00:00 till 2022-08-03 23:23:54+00:00
SMT_20220803_232212.gpx,22,2022-08-03 23:26:19+00:00 till 2022-08-03 23:27:55+00:00
SMT_20220803_232212.gpx,23,2022-08-03 23:29:46+00:00 till 2022-08-03 23:34:09+00:00
SMT_20220803_232212.gpx,24,2022-08-03 23:34:19+00:00 till 2022-08-03 23:38:20+00:00
SMT_20220719_231514.gpx,21,2022-07-19 23:19:46+00:00 till 2022-07-19 23:20:41+00:00
SMT_20220719_231514.gpx,11,2022-07-19 23:22:44+00:00 till 2022-07-19 23:27:19+00:00
SMT_20220831_111419.gpx,11,2022-08-31 11:16:20+00:00 till 2022-08-31 11:16:26+00:00
SMT_20220625_111630.gpx,21,2022-06-25 12:22:22+00:00 till 2022-06-25 12:40:57+00:00
SMT_20220625_111630.gpx,12,2022-06-25 12:25:55+00:00 till 2022-06-25 12:45:40+00:00
SMT_20220625_111630.gpx,11,2022-06-25 12:25:58+00:00 till 2022-06-25 12:45:09+00:00
SMT_20220625_111630.gpx,13,2022-06-25 12:26:44+00:00 till 2022-06-25 12:45:40+00:00
SMT_20220625_111630.gpx,22,2022-06-25 12:22:25+00:00 till 2022-06-25 12:42:40+00:00
SMT_20220625_111630.gpx,23,2022-06-25 12:24:10+00:00 till 2022-06-25 12:43:09+00:00
SMT_20220625_111630.gpx,24,2022-06-25 12:26:32+00:00 till 2022-06-25 12:42:24+00:00
SMT_20220826_113003.gpx,21,2022-08-26 11:32:04+00:00 till 2022-08-26 11:32:42+00:00
SMT_20220826_113003.gpx,13,2022-08-26 11:37:48+00:00 till 2022-08-26 11:39:40+00:00
SMT_20220626_112912.gpx,11,2022-06-26 11:35:52+00:00 till 2022-06-26 11:37:32+00:00
SMT_20220808_231507.gpx,11,2022-08-08 23:18:27+00:00 till 2022-08-08 23:19:24+00:00
